Animal,MPTP,FName1,FName2,DateCollected,Depth,A_P,M_L,UnitNum1,UnitNum2,Antidrom,Latency,Threshold,LAT2,Thresh2,SENSORY,SENS_DETAIL,ntrials1_1,ntrials1_2,emg_collected,lfp_collected,ntrials2_1,ntrials2_2,StimData
V,Post,v5301,,21-Feb-2000,17.8,4,-4.5,1,,NR,NaN,NaN,NaN,NaN,NT,"",20,20,1,0,0,0,
V,Post,v5301,,21-Feb-2000,17.8,4,-4.5,2,,STRI,9.25,900,NaN,NaN,NR,"",20,20,1,0,0,0,Str
V,Post,v5302,,21-Feb-2000,17.6,4,-4.5,1,,PED,3,NaN,NaN,NaN,NT,"",12,12,1,0,0,0,Ped
V,Post,v5303,,21-Feb-2000,17,4,-4.5,1,,STRI,3.45,250,NaN,NaN,NR,"",20,20,1,0,0,0,Str
V,Post,v5304,,21-Feb-2000,17.2,4,-4.5,1,,STRI,9.2,600,NaN,NaN,hand,"finger ext - work relation",20,20,1,0,0,0,Str
V,Post,v5305,,21-Feb-2000,19.5,4,-4.5,1,,NR,NaN,NaN,NaN,NaN,NR,"",20,20,1,0,0,0,
V,Post,v5401,,23-Feb-2000,17.2,5,-4.5,1,,NR,NaN,NaN,NaN,NaN,NT,"",13,12,1,0,0,0,
V,Post,v5402,,23-Feb-2000,17.7,5,-4.5,1,,PED,2,NaN,NaN,NaN,finger / elbow / hand,"finger / elbow ext & contact w/palm",20,20,1,0,0,0,Ped
V,Post,v5403,,23-Feb-2000,17.8,5,-4.5,1,,STRI,5.25,560,NaN,NaN,NT,"",20,20,1,0,0,0,Str
V,Post,v5404,,23-Feb-2000,17.9,5,-4.5,1,,STRI,3.2,330,NaN,NaN,NR,"",20,20,1,0,0,0,Str
V,Post,v5501,,25-Feb-2000,18.98,3,-2.5,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",20,20,1,0,0,0,
V,Post,v5502,,25-Feb-2000,20.4,3,-2.5,1,,NR,NaN,NaN,NaN,NaN,hand / elbow,"finger ext & elbow ext",20,20,1,0,0,0,
V,Post,v5503,,25-Feb-2000,21.96,3,-2.5,1,,STRI,6.7,660,NaN,NaN,forearm,"forearm sup only",20,20,1,0,0,0,Str
V,Post,v5601,,29-Feb-2000,17.27,5,-2.5,1,,NR,NaN,NaN,NaN,NaN,NR,"",11,11,1,0,0,0,
V,Post,v5602,,29-Feb-2000,17.27,5,-2.5,1,,STRI,8.65,925,NaN,NaN,NR,"",20,20,1,1,0,0,Str
V,Post,v5603,,29-Feb-2000,18.04,5,-2.5,1,,PED,1.1,43,NaN,NaN,hand / wrist,"finger / wrist ext",20,20,1,0,0,0,Ped
V,Post,v5604,v5604b,29-Feb-2000,17.96,5,-2.5,1,1,PED,2.05,NaN,NaN,NaN,NR,"",40,40,1,0,20,20,Ped
V,Post,v5604b,,29-Feb-2000,17.96,5,-2.5,2,,STRI,NaN,380,NaN,NaN,NR,"",20,20,1,1,0,0,
V,Post,v5605,,14-Mar-2000,17,5,-2.5,1,,STRI,4.05,670,NaN,NaN,NR,"",12,12,1,1,0,0,Str
V,Post,v5606,v5606b,14-Mar-2000,18.5,5,-2.5,1,1,PED,2.05,NaN,NaN,NaN,elbow / shoulder,"elbow flex / shoulder",31,30,1,0,11,10,Ped
V,Post,v5607,v5607b,14-Mar-2000,18.11,5,-2.5,1,1,STRI,10.55,560,NaN,NaN,NR,"active grip of manip",40,40,1,0,20,20,Str
V,Post,v5608,,14-Mar-2000,18.57,5,-2.5,1,,PED,3.55,140,NaN,NaN,NR,"",20,20,1,1,0,0,Ped
V,Post,v5801,,29-Mar-2000,17.77,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,forearm / elbow,"nearby units fire w/ forearm pron / elbow ext",11,11,1,1,0,0,
V,Post,v5801,,29-Mar-2000,17.77,6,-2.5,2,,NR,NaN,NaN,NaN,NaN,forearm / elbow,"nearby units fire w/ forearm pron / elbow ext",11,11,1,1,0,0,
V,Post,v5802,,29-Mar-2000,17.6,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,NR,"",10,10,1,1,0,0,
V,Post,v5802,,29-Mar-2000,17.6,6,-2.5,2,,NR,NaN,NaN,NaN,NaN,forearm / elbow,"forearm sup / elbow flex",10,10,1,1,0,0,
V,Post,v5803,,30-Mar-2000,17.6,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,NR,"",20,20,1,0,0,0,
V,Post,v5804,,30-Mar-2000,17.5,6,-2.5,1,,STRI,6.6,560,NaN,NaN,elbow,"elbow ext",20,20,1,0,0,0,Str
V,Post,v5805,,30-Mar-2000,17.7,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,NR,"",20,20,1,0,0,0,
V,Post,v5805,,30-Mar-2000,17.7,6,-2.5,2,,NR,NaN,NaN,NaN,NaN,forearm,"forearm rot - either direction",20,20,1,0,0,0,
V,Post,v5806,v5806b,30-Mar-2000,27.65,6,-2.5,1,1,STRI,10.05,950,NaN,NaN,elbow,"elbow flex",27,26,1,0,15,14,Str
V,Post,v5806,v5806b,30-Mar-2000,27.65,6,-2.5,2,2,NR,NaN,NaN,NaN,NaN,elbow / forearm,"elbow flex / forearm sup",27,26,1,0,15,14,
V,Post,v5807,,30-Mar-2000,18,6,-2.5,1,,STRI,NaN,NaN,NaN,NaN,NT,"",13,13,1,0,0,0,Str
V,Post,v5807,,30-Mar-2000,18,6,-2.5,2,,PED,1.15,130,NaN,NaN,shoulder / elbow,"shoulder int rot / elbow ext",13,13,1,0,0,0,
V,Post,v5808,,31-Mar-2000,17.7,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,hand / elbow / forearm,"cut finger / elbow flex / forearm sup",20,20,1,1,0,0,
V,Post,v5809,,31-Mar-2000,17.86,6,-2.5,1,,STRI,3.8,950,NaN,NaN,elbow / forearm,"elbow flex / forearm sup",20,20,1,1,0,0,Str
V,Post,v5810,,31-Mar-2000,18.1,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,elbow / forearm / shoulder / hand,"elbow flex / forearm sup / shoulder ext rot / finger manip",20,20,1,1,0,0,
V,Post,v5811,v5812,31-Mar-2000,18.3,6,-2.5,1,1,PED,1.8,550,NaN,NaN,NR,"",40,40,1,1,20,20,Ped
V,Post,v5811,,31-Mar-2000,18.3,6,-2.5,2,,PED,1.85,360,NaN,NaN,NR,"",40,40,1,1,0,0,
V,Post,v5812,,31-Mar-2000,18.3,6,-2.5,2,,NR,NaN,NaN,NaN,NaN,elbow / forearm / shoulder,"elbow ext / forearm pron / shoulder int rot",20,20,1,1,0,0,
V,Post,v5813,,31-Mar-2000,18.5,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,NR,"",10,10,1,1,0,0,
V,Post,v5814,v5814b,31-Mar-2000,18.45,6,-2.5,1,1,STRI,13.5,1,NaN,NaN,NR,"",20,20,1,1,9,10,Str
V,Post,v5815,,03-Apr-2000,8.4,6,-2.5,1,,NR,NaN,NaN,NaN,NaN,hand,"wk. related to finger ext",11,10,1,1,0,0,
