Animal,MPTP,FName1,FName2,DateCollected,Depth,A_P,M_L,Depth_acx,A_P_acx,M_L_acx,UnitNum1,UnitNum2,Antidrom,Latency,Threshold,LAT2,Thresh2,SENSORY,SENS_DETAIL,ntrials1_1,ntrials1_2,emg_collected,lfp_collected,ntrials2_1,ntrials2_2,StimData,emg_muscle_1,emg_muscle_2,emg_muscle_3,emg_muscle_4,emg_muscle_5,emg_muscle_6,Microtim_Effect,Microstim_Threshold
V,Pre,v3206,,01-Jul-1999,18.97,3,-5,18.1297433807088,-5.2,16.1808480450387,1,,PED,0.8,230,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3207,,01-Jul-1999,19.36,3,-5,17.8224191868022,-5.2,15.9407400696616,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3208,,01-Jul-1999,19.68,3,-5,17.570255745648,-5.2,15.7437283975574,1,,PED,2,600,NaN,NaN,NT,"NT",5,4,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3209,,06-Jul-1999,19.4,3,-5,17.7908987566579,-5.2,15.9161136106486,1,,PED,0.7,160,NaN,NaN,wrist / hand,"finger ext",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3209,,06-Jul-1999,19.4,3,-5,17.7908987566579,-5.2,15.9161136106486,2,,PED,1.95,40,NaN,NaN,finger,"flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3210,,06-Jul-1999,19.9,3,-5,17.3968933798545,-5.2,15.6082828729858,1,,PED,0.75,1000,NaN,NaN,finger,"flex",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3211,,06-Jul-1999,20.4,3,-5,17.0028880030512,-5.2,15.300452135323,1,,STRI,3.05,380,NaN,NaN,NT,"NT",6,7,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3212,,07-Jul-1999,18.4,3,-5,18.5789095102646,-5.2,16.5317750859743,1,,PED,0.95,21,NaN,NaN,wrist / forearm,"ext",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3213,,07-Jul-1999,18.4,3,-5,18.5789095102646,-5.2,16.5317750859743,1,,NT,NaN,NaN,NaN,NaN,NT,"NT",2,3,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3214,,07-Jul-1999,20.37,3,-5,17.0265283256594,-5.2,15.3189219795827,1,,STRI,9.35,480,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3215,,08-Jul-1999,19.3,3,-5,17.8696998320186,-5.2,15.9776797581812,1,,STRI,5.05,530,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3216,,08-Jul-1999,20.5,3,-5,16.9240869276905,-5.2,15.2388859877904,1,,PED/STRI,2.3,45,1.5,320,wrist,"ext",10,10,5,1,0,0,Ped/Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3217,,08-Jul-1999,20.7,3,-5,16.7664847769691,-5.2,15.1157536927253,1,,STRI,3.1,350,NaN,NaN,NR,"selective finger release",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3218,,08-Jul-1999,20.76,3,-5,16.7192041317527,-5.2,15.0788140042057,1,,STRI,4.25,400,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3219,,08-Jul-1999,20.85,3,-5,16.6482831639281,-5.2,15.0234044714264,1,,STRI,3.9,420,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger ext.,8
V,Pre,v3220,,09-Jul-1999,20.5,3,-5,16.9240869276905,-5.2,15.2388859877904,1,,PED,2.65,26,NaN,NaN,hand,"finger manip",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3220,,09-Jul-1999,20.5,3,-5,16.9240869276905,-5.2,15.2388859877904,2,,NR,NaN,NaN,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3221,,09-Jul-1999,20.57,3,-5,16.868926174938,-5.2,15.1957896845176,1,,STRI,3.8,800,NaN,NaN,NR,"selective - palmar contact w/ objects, esp unexpected objects or new objects",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3222,,09-Jul-1999,20.9,3,-5,16.6088826262478,-5.2,14.9926213976601,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",7,7,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3222,,09-Jul-1999,20.9,3,-5,16.6088826262478,-5.2,14.9926213976601,2,,NR,NaN,NaN,NaN,NaN,NT,"NT",7,7,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3223,,09-Jul-1999,21.15,3,-5,16.4118799378461,-5.2,14.8387060288287,1,,STRI,2.65,140,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3224,,12-Jul-1999,20.3,3,-5,17.0816890784118,-5.2,15.3620182828555,1,,STRI,4.3,400,NaN,NaN,NT,"NT",8,8,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3225,,12-Jul-1999,22,3,-5,15.7420707972804,-5.2,14.3153937748019,1,,STRI,2.1,330,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3226,,12-Jul-1999,22.3,3,-5,15.5056675711984,-5.2,14.1306953322042,1,,STRI,5,610,NaN,NaN,NR,"NR",9,9,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger ext.,9
V,Pre,v3227,,13-Jul-1999,21.57,3,-5,16.0809154213313,-5.2,14.5801282091919,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3228,,13-Jul-1999,22.26,3,-5,15.5371880013427,-5.2,14.1553217912172,1,,NR,NaN,NaN,NaN,NaN,NT,"NT",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3229,,13-Jul-1999,22.3,3,-5,15.5056675711984,-5.2,14.1306953322042,1,,PED,1.3,328,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3230,,13-Jul-1999,22.37,3,-5,15.4505068184459,-5.2,14.0875990289314,1,,STRI,2.85,800,NaN,NaN,NT,"NT",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3230,,13-Jul-1999,22.37,3,-5,15.4505068184459,-5.2,14.0875990289314,2,,STRI,2.95,540,NaN,NaN,NT,"NT",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3301,,14-Jul-1999,17.25,1,-5,19.4851218769123,-7.2,17.2397857825988,1,1,STRI,4.55,390,NaN,NaN,hand,"selective response - pauses w/ touch, bursts w/ release",5,6,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3302,,14-Jul-1999,17.36,1,-5,19.3984406940156,-7.2,17.172063020313,1,,NR,NaN,NaN,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v3302,,14-Jul-1999,17.36,1,-5,19.3984406940156,-7.2,17.172063020313,2,,NR,NaN,NaN,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v3303,,14-Jul-1999,17.6,1,-5,19.20931811315,-7.2,17.0243042662348,1,,NR,NaN,NaN,NaN,NaN,hand,"hair on skin of fingers",5,5,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3401,,15-Jul-1999,17.75,5,-5,19.091116500109,-3.2,16.931955044936,1,,NR,NaN,NaN,NaN,NaN,wrist,"flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3402,,15-Jul-1999,18.28,5,-5,18.6734708006974,-3.2,16.6056544630134,1,,PED,1.7,780,NaN,NaN,wrist,"flex",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist flex.,28
V,Pre,v3403,,15-Jul-1999,18.4,5,-5,18.5789095102646,-3.2,16.5317750859743,1,,PED,1.5,75,NaN,NaN,NR,"active",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3403,,15-Jul-1999,18.4,5,-5,18.5789095102646,-3.2,16.5317750859743,2,,NR,NaN,NaN,NaN,NaN,wrist / forearm,"flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3404,,16-Jul-1999,18.71,5,-5,18.3346261766465,-3.2,16.3409200286233,1,,NR,NaN,NaN,NaN,NaN,hand,"active",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3405,,16-Jul-1999,18.78,5,-5,18.2794654238941,-3.2,16.2978237253505,1,,PED,2.7,585,NaN,NaN,NR,"NR",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3501,,16-Jul-1999,20.46,2,-5,16.9556073578348,-6.2,15.2635124468034,1,,STRI,7.55,860,NaN,NaN,hand,"active",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ext.,25
V,Pre,v3502,,19-Jul-1999,23.33,2,-5,14.6940164949835,-6.2,13.4965640126188,1,,PED,1.25,160,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger flex.,25
V,Pre,v3503,,19-Jul-1999,23.23,2,-5,14.7728175703441,-6.2,13.5581301601514,1,,PED,0.85,200,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3504,,19-Jul-1999,23.42,2,-5,14.6230955271589,-6.2,13.4411544798395,1,,STRI,7.4,670,NaN,NaN,NR,"NR",10,9,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3505,,19-Jul-1999,23.07,2,-5,14.8988992909212,-6.2,13.6566359962035,1,,STRI,3.15,100,NaN,NaN,hand,"active",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3506,,19-Jul-1999,23.46,2,-5,14.5915750970146,-6.2,13.4165280208264,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",5,6,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3601,,28-Jul-1999,18.3,4,-5,18.6577105856253,-4.2,16.5933412335068,1,,STRI,4.2,80,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3601,,28-Jul-1999,18.3,4,-5,18.6577105856253,-4.2,16.5933412335068,2,,PED,2.85,480,NaN,NaN,hand,"thumb cut",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3602,,28-Jul-1999,18.6,4,-5,18.4213073595433,-4.2,16.4086427909091,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3602,,28-Jul-1999,18.6,4,-5,18.4213073595433,-4.2,16.4086427909091,2,,PED,3.15,680,NaN,NaN,NR,"NR",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3603,,29-Jul-1999,17.87,4,-5,18.9965552096762,-4.2,16.8580756678969,1,,STRI,4.25,372,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ext.,30
V,Pre,v3603,,29-Jul-1999,17.87,4,-5,18.9965552096762,-4.2,16.8580756678969,2,,NR,NaN,NaN,NaN,NaN,NR,"NR",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ext.,30
V,Pre,v3604,,29-Jul-1999,17.96,4,-5,18.9256342418516,-4.2,16.8026661351176,1,,PED,1.7,600,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3604,,29-Jul-1999,17.96,4,-5,18.9256342418516,-4.2,16.8026661351176,2,,PED,NaN,100,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3605,,29-Jul-1999,18.65,4,-5,18.3819068218629,-4.2,16.3778597171429,1,,PED,3.5,390,NaN,NaN,NT,"NT",4,3,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3606,,29-Jul-1999,19.42,4,-5,17.7751385415857,-4.2,15.9038003811421,1,,NR,NaN,NaN,NaN,NaN,NR,"active hand",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3607,v3607b,29-Jul-1999,19.65,4,-5,17.5938960682562,-4.2,15.7621982418172,1,1,PED,0.8,100,NaN,NaN,wrist,"ext",10,10,5,1,10,10,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3607b,,29-Jul-1999,19.65,4,-5,17.5938960682562,-4.2,15.7621982418172,2,,STRI,8.1,170,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3608,,29-Jul-1999,19.32,4,-5,17.8539396169464,-4.2,15.9653665286747,1,,STRI,3.6,770,NaN,NaN,NR,"NR",10,10,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v3609,,29-Jul-1999,19.86,4,-5,17.4284138099988,-4.2,15.6329093319988,1,,PED,2.6,170,NaN,NaN,NR,"NR",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v3701,,03-Aug-1999,19.34,5,-3,16.606856451223,-3.2,17.5290748063816,1,,NR,NaN,NaN,NaN,NaN,hand,"thumb abd",7,7,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3702,,03-Aug-1999,20.33,5,-3,15.8267258051523,-3.2,16.9195699458092,1,,PED,NaN,370,NaN,NaN,hand,"thumb abd",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger adduct,2
V,Pre,v3702,,03-Aug-1999,20.33,5,-3,15.8267258051523,-3.2,16.9195699458092,2,,NR,NaN,NaN,NaN,NaN,hand,"thumb abd",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger adduct,2
V,Pre,v3703,,03-Aug-1999,21.2,5,-3,15.1411564495145,-3.2,16.3839444622759,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",6,6,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ext.,8
V,Pre,v3704,,03-Aug-1999,18.4,5,-3,17.3475865596133,-3.2,18.1077965931877,1,,PED,1,175,NaN,NaN,wrist,"ext",10,10,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v3704,,03-Aug-1999,18.4,5,-3,17.3475865596133,-3.2,18.1077965931877,2,,PED,1.35,30,NaN,NaN,wrist,"ext",10,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v3705,,03-Aug-1999,19.66,5,-3,16.3546930100688,-3.2,17.3320631342774,1,,STRI,3.7,390,NaN,NaN,NR,"",5,6,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v3801,,05-Aug-1999,19.9,3,-3,16.1655704292032,-5.2,17.1843043801992,1,,STRI,NaN,550,NaN,NaN,NT,"NT",5,5,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Pre,v3802,,05-Aug-1999,20.4,3,-3,15.7715650523999,-5.2,16.8764736425364,1,,STRI,4.35,290,NaN,NaN,NR,"active hand",8,9,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,wrist ulnar dev.,22
V,Pre,v3802,,05-Aug-1999,20.4,3,-3,15.7715650523999,-5.2,16.8764736425364,2,,NT,NaN,NaN,NaN,NaN,NT,"NT",8,9,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,wrist ulnar dev.,22
V,Pre,v3803,,05-Aug-1999,21.4,3,-3,14.9835542987931,-5.2,16.2608121672108,1,,NR,NaN,NaN,NaN,NaN,NR,"NR",7,7,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3901,,06-Aug-1999,18.3,6,-3,17.426387634974,-2.2,18.1693627407203,1,,STRI,6.3,760,NaN,NaN,elbow,"flex",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v3902,,06-Aug-1999,17.78,6,-3,17.8361532268495,-2.2,18.4895067078896,1,,NR,NaN,NaN,NaN,NaN,elbow,"flex",8,8,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3902,,06-Aug-1999,17.78,6,-3,17.8361532268495,-2.2,18.4895067078896,2,,NR,NaN,NaN,NaN,NaN,elbow,"flex",8,8,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v3903,,06-Aug-1999,18.5,6,-3,17.2687854842526,-2.2,18.0462304456552,1,,PED,2.95,250,NaN,NaN,elbow,"flex",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v3903,,06-Aug-1999,18.5,6,-3,17.2687854842526,-2.2,18.0462304456552,2,,PED,1.95,510,NaN,NaN,elbow / shoulder,"abd / ext",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v3904,,07-Aug-1999,18.1,6,-3,17.5839897856953,-2.2,18.2924950357854,1,,STRI,3.45,425,NaN,NaN,NR,"NR",4,4,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,shoulder ext. rotation,nt
V,Pre,v4001,,10-Aug-1999,21.3,4,-3,15.0623553741538,-4.2,16.3223783147433,1,,PED,1.65,215,NaN,NaN,NR,"active hand",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4001,,10-Aug-1999,21.3,4,-3,15.0623553741538,-4.2,16.3223783147433,2,,PED,2,155,NaN,NaN,forearm,"sup",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4002,,11-Aug-1999,19.4,4,-3,16.5595758060066,-4.2,17.4921351178621,1,,STRI,8.3,300,NaN,NaN,NR,"NR",5,6,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4003,,11-Aug-1999,19.88,4,-3,16.1813306442753,-4.2,17.1966176097058,1,,NR,NaN,NaN,NaN,NaN,hand,"palm light touch",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4003,,11-Aug-1999,19.88,4,-3,16.1813306442753,-4.2,17.1966176097058,2,,STRI,6.4,810,NaN,NaN,NR,"NR",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4004,,11-Aug-1999,20.24,4,-3,15.8976467729769,-4.2,16.9749794785885,1,,PED,1.15,780,NaN,NaN,forearm,"pron",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ulnar dev.,6
V,Pre,v4004,,11-Aug-1999,20.24,4,-3,15.8976467729769,-4.2,16.9749794785885,2,,PED,3.25,100,NaN,NaN,wrist,"ext",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,wrist ulnar dev.,6
V,Pre,v4005,,11-Aug-1999,20.58,4,-3,15.6297231167506,-4.2,16.7656545769778,1,,PED,1.2,28,NaN,NaN,forearm,"pron",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4006,,12-Aug-1999,20.5,4,-3,15.6927639770392,-4.2,16.8149074950038,1,,PED,0.65,25,NaN,NaN,forearm,"pron",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4101,,13-Aug-1999,23.04,2,-3,13.6912166628781,-6.2,15.2511273476767,1,,PED,2.1,250,NaN,NaN,hand,"finger flex",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger abd.,8
V,Pre,v4201,,13-Aug-1999,17.6,1,-3,17.9779951624987,-7.2,18.6003257734482,1,,STRI,3.65,500,NaN,NaN,NT,"",5,5,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4202,,13-Aug-1999,19.5,1,-3,16.4807747306459,-7.2,17.4305689703295,1,,PED,5.5,NaN,NaN,NaN,NT,"",5,5,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4203,,13-Aug-1999,19.4,1,-3,16.5595758060066,-7.2,17.4921351178621,1,,STRI,5.75,420,NaN,NaN,hand,"selective finger ext",10,10,5,1,0,0,Str,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v4204,,13-Aug-1999,21.93,1,-3,14.5659085993816,-7.2,15.9345115852882,1,,PED,1.9,600,NaN,NaN,NR,"pauses w/hand manip",10,10,5,1,0,0,Ped,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Pre,v4205,,16-Aug-1999,20.11,1,-3,16.0000881709458,-7.2,17.0550154703808,1,,NR,NaN,NaN,NaN,NaN,hand,"finger tip",8,8,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nr,40
V,Pre,v4206,,16-Aug-1999,20.4,1,-3,15.7715650523999,-7.2,16.8764736425364,1,,NR,NaN,NaN,NaN,NaN,hand,"palm / finger - light touch",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,finger ext.,30
V,Pre,v4207,,16-Aug-1999,21.5,1,-3,14.9047532234325,-7.2,16.1992460196782,1,,NR,NaN,NaN,NaN,NaN,hand,"finger ext",10,10,5,1,0,0,,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,,nt,nan
V,Post,v4301,,13-Jan-2000,19.2,4,-2,16.1015164814023,-4.2,18.4032781665339,1,,NR,NaN,NaN,NaN,NaN,hand,"cut index finger",10,10,0,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4301,,13-Jan-2000,19.2,4,-2,16.1015164814023,-4.2,18.4032781665339,2,,NR,NaN,NaN,NaN,NaN,hand,"cut index finger",10,10,0,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4302,,13-Jan-2000,18.9,4,-2,16.3379197074843,-4.2,18.5879766091316,1,,NR,NaN,NaN,NaN,NaN,NT,"",4,19,0,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4401,v4401b,15-Jan-2000,19.1,4,-3.5,17.1038097697514,-4.2,17.2828281836564,1,1,PED,0.8,400,NaN,NaN,elbow / wrist / hand,"elbow ext, wrist / finger ext",15,15,0,0,10,10,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger,30
V,Post,v4401,v4401b,15-Jan-2000,19.1,4,-3.5,17.1038097697514,-4.2,17.2828281836564,2,2,PED,3.9,500,NaN,NaN,wrist,"wk. resp. to wrist flex",15,15,0,0,10,10,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,finger,30
V,Post,v4402,v4402b,15-Jan-2000,19.3,4,-3.5,16.9462076190301,-4.2,17.1596958885913,1,1,STRI,5.5,300,NaN,NaN,NR,"",20,20,0,0,10,10,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4403,,15-Jan-2000,18,4,-3.5,17.9706215987188,-4.2,17.9600558065146,1,,NR,NaN,NaN,NaN,NaN,NT,"",9,10,6,0,0,0,,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4405,,15-Jan-2000,18.4,4,-3.5,17.6554172972761,-4.2,17.7137912163844,1,,STRI,11.2,830,NaN,NaN,NR,"",3,4,6,0,0,0,Str,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
V,Post,v4406,,15-Jan-2000,18.3,4,-3.5,17.7342183726368,-4.2,17.7753573639169,1,,PED,1.55,400,NaN,NaN,hand,"ext of index,mid & third finger",20,20,6,0,0,0,Ped,triceps lat.,brachioradialis,triceps long.,triceps long.,trapezius,deltoid post.,nt,nan
